x,y
400.6545454545454, 0.02320675105485232
403.27272727272725, 0.02320675105485232
406.54545454545456, 0.024261603375527425
409.8181818181818, 0.025316455696202528
413.5272727272727, 0.025316455696202528
416.8, 0.028481012658227847
420.2909090909091, 0.030590717299578057
423.3454545454546, 0.030590717299578057
426.8363636363636, 0.03375527426160337
430.54545454545456, 0.03481012658227848
434.4727272727273, 0.03691983122362869
439.27272727272725, 0.040084388185654005
446.0363636363636, 0.044303797468354424
452.1454545454545, 0.04746835443037974
457.8181818181818, 0.053797468354430375
461.74545454545455, 0.05485232067510548
466.3272727272727, 0.058016877637130794
470.4727272727273, 0.06645569620253164
475.05454545454546, 0.07172995780590717
478.3272727272727, 0.0780590717299578
482.25454545454545, 0.08544303797468354
486.1818181818182, 0.09177215189873417
491.6363636363636, 0.10443037974683543
496.6545454545454, 0.12025316455696201
501.0181818181818, 0.13080168776371306
504.07272727272726, 0.14240506329113922
507.78181818181815, 0.1550632911392405
510.1818181818182, 0.16666666666666666
513.2363636363636, 0.1793248945147679
516.0727272727272, 0.18987341772151897
518.4727272727273, 0.20147679324894513
521.3090909090909, 0.2151898734177215
523.9272727272727, 0.22573839662447256
526.7636363636364, 0.23734177215189872
529.3818181818182, 0.24789029535864976
532, 0.26054852320675104
535.4909090909091, 0.2710970464135021
538.1090909090909, 0.28164556962025317
541.3818181818182, 0.29535864978902954
544, 0.3059071729957806
546.6181818181818, 0.31856540084388185
549.0181818181818, 0.3333333333333333
551.4181818181818, 0.3470464135021097
553.8181818181818, 0.36075949367088606
555.5636363636363, 0.3723628691983122
557.5272727272727, 0.3829113924050633
559.0545454545454, 0.3945147679324894
561.2363636363636, 0.40400843881856535
563.2, 0.4113924050632911
565.3818181818182, 0.41983122362869196
567.5636363636363, 0.42194092827004215
569.9636363636364, 0.42299578059071724
571.709090909091, 0.42088607594936706
573.4545454545455, 0.4177215189873417
575.4181818181818, 0.4113924050632911
577.1636363636363, 0.4061181434599156
579.3454545454546, 0.39767932489451474
581.3090909090909, 0.3892405063291139
583.4909090909091, 0.3829113924050633
585.8909090909091, 0.3755274261603375
588.290909090909, 0.3691983122362869
590.4727272727273, 0.3660337552742616
592.8727272727273, 0.3660337552742616
595.709090909091, 0.36708860759493667
598.1090909090909, 0.3713080168776371
600.7272727272727, 0.3755274261603375
603.3454545454546, 0.38185654008438813
606.4, 0.38607594936708856
609.0181818181818, 0.3892405063291139
611.8545454545455, 0.3881856540084388
614.2545454545455, 0.37974683544303794
616.4363636363637, 0.3691983122362869
618.1818181818181, 0.3586497890295358
619.9272727272727, 0.3481012658227848
621.2363636363636, 0.33755274261603374
622.7636363636364, 0.32172995780590713
624.7272727272727, 0.2995780590717299
626.6909090909091, 0.2763713080168776
628.6545454545454, 0.2552742616033755
630.4, 0.22890295358649787
633.4545454545455, 0.19303797468354428
636.9454545454546, 0.1582278481012658
640, 0.12763713080168776
643.4909090909091, 0.10232067510548522
646.1090909090909, 0.08649789029535865
649.8181818181818, 0.06645569620253164
653.3090909090909, 0.05485232067510548
657.2363636363636, 0.04113924050632911
661.1636363636363, 0.03164556962025316
664.8727272727273, 0.026371308016877634
668.5818181818181, 0.02109704641350211
672.290909090909, 0.01582278481012658
676, 0.01371308016877637
680.3636363636364, 0.01160337552742616
684.5090909090909, 0.010548523206751054
688.6545454545454, 0.010548523206751054
694.5454545454545, 0.009493670886075948
699.7818181818182, 0.008438818565400843
703.9272727272728, 0.008438818565400843
708.7272727272727, 0.009493670886075948
712.4363636363637, 0.009493670886075948
